DOMAIN,GENDER,AGE,CBO,AGERANGE,WARD,OVCCOUNT
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,3
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,20.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,20.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,2
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,2
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,2
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,19.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,2
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,2
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,2
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],Central Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],North Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,18.0,AMURT - Bondo,f.[18-24yrs],Yimbo East,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Yimbo,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],West Sakwa,1
Health,Male,18.0,AMURT - Bondo,f.[18-24yrs],South Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Central Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Central Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,2
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,2
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Central Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Central Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Central Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,2
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Central Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,2
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Female,17.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,17.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],Yimbo East,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],West Yimbo,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],North Sakwa,1
Health,Female,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],West Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],Central Sakwa,1
Health,Male,16.0,AMURT - Bondo,e.[15-17yrs],South Sakwa,1
